Result: _result
Table: keys: [_start, _stop, DOOR_ID, _field, _measurement]
                   _start:time                      _stop:time          DOOR_ID:string           _field:string     _measurement:string                      _time:time                  _value:float
1970-01-01T00:00:00.000000000Z  2024-10-18T16:13:34.677770643Z                       0                      IN            foot_traffic  2024-09-10T16:00:00.000000000Z                            23
1970-01-01T00:00:00.000000000Z  2024-10-18T16:13:34.677770643Z                       0                      IN            foot_traffic  2024-09-10T17:00:00.000000000Z                            30
1970-01-01T00:00:00.000000000Z  2024-10-18T16:13:34.677770643Z                       0                      IN            foot_traffic  2024-09-10T18:00:00.000000000Z                            14
1970-01-01T00:00:00.000000000Z  2024-10-18T16:13:34.677770643Z                       0                      IN            foot_traffic  2024-09-10T19:00:00.000000000Z                            19
1970-01-01T00:00:00.000000000Z  2024-10-18T16:13:34.677770643Z                       0                      IN            foot_traffic  2024-09-10T20:00:00.000000000Z                            17
1970-01-01T00:00:00.000000000Z  2024-10-18T16:13:34.677770643Z                       0                      IN            foot_traffic  2024-09-10T21:00:00.000000000Z                             5
1970-01-01T00:00:00.000000000Z  2024-10-18T16:13:34.677770643Z                       0                      IN            foot_traffic  2024-09-10T22:00:00.000000000Z                             5
1970-01-01T00:00:00.000000000Z  2024-10-18T16:13:34.677770643Z                       0                      IN            foot_traffic  2024-09-10T23:00:00.000000000Z                            10
1970-01-01T00:00:00.000000000Z  2024-10-18T16:13:34.677770643Z                       0                      IN            foot_traffic  2024-09-11T00:00:00.000000000Z                            10
1970-01-01T00:00:00.000000000Z  2024-10-18T16:13:34.677770643Z                       0                      IN            foot_traffic  2024-09-11T01:00:00.000000000Z                            29
1970-01-01T00:00:00.000000000Z  2024-10-18T16:13:34.677770643Z                       0                      IN            foot_traffic  2024-09-11T02:00:00.000000000Z                            24
1970-01-01T00:00:00.000000000Z  2024-10-18T16:13:34.677770643Z                       0                      IN            foot_traffic  2024-09-11T11:00:00.000000000Z                             9
1970-01-01T00:00:00.000000000Z  2024-10-18T16:13:34.677770643Z                       0                      IN            foot_traffic  2024-09-11T12:00:00.000000000Z                             2
1970-01-01T00:00:00.000000000Z  2024-10-18T16:13:34.677770643Z                       0                      IN            foot_traffic  2024-09-11T13:00:00.000000000Z                            12
1970-01-01T00:00:00.000000000Z  2024-10-18T16:13:34.677770643Z                       0                      IN            foot_traffic  2024-09-11T14:00:00.000000000Z                             3
1970-01-01T00:00:00.000000000Z  2024-10-18T16:13:34.677770643Z                       0                      IN            foot_traffic  2024-09-11T15:00:00.000000000Z                             9
1970-01-01T00:00:00.000000000Z  2024-10-18T16:13:34.677770643Z                       0                      IN            foot_traffic  2024-09-11T16:00:00.000000000Z                            10
1970-01-01T00:00:00.000000000Z  2024-10-18T16:13:34.677770643Z                       0                      IN            foot_traffic  2024-09-11T17:00:00.000000000Z                             6
1970-01-01T00:00:00.000000000Z  2024-10-18T16:13:34.677770643Z                       0                      IN            foot_traffic  2024-09-11T18:00:00.000000000Z                             7
1970-01-01T00:00:00.000000000Z  2024-10-18T16:13:34.677770643Z                       0                      IN            foot_traffic  2024-09-11T19:00:00.000000000Z                            30
1970-01-01T00:00:00.000000000Z  2024-10-18T16:13:34.677770643Z                       0                      IN            foot_traffic  2024-09-11T20:00:00.000000000Z                            16
